Name,Grade1,Grade2,Grade3
793802483,83,85,85
793802483,61,62,61
793802483,63,73,81
793802483,99,56,56
793802483,71,95,50
793802483,77,62,58
793802483,58,89,68
793802483,55,94,50
793802483,95,91,100
793802483,74,76,95
793802483,73,57,94
793802483,87,50,95
793802483,71,58,60
793802483,81,86,80
793802483,53,51,55
793802483,60,97,61
793802483,94,56,67
793802483,53,51,82
793802483,56,57,78
793802483,93,68,96
793802483,70,53,83
793802483,66,64,94
793802483,83,98,92
793802483,71,100,88
793802483,75,63,80
793802483,80,85,73
793802483,88,94,64
793802483,52,66,63
793802483,80,67,78
793802483,61,70,89
793802483,94,99,75
793802483,76,94,55
793802483,69,50,89
793802483,93,95,62
793802483,99,66,71
793802483,58,97,83
793802483,88,80,54
793802483,84,59,87
793802483,70,50,71
793802483,55,54,89
793802483,84,62,82
793802483,72,86,97
793802483,79,72,62
793802483,61,86,65
793802483,88,57,93
793802483,56,80,82
793802483,87,64,74
793802483,60,63,61
793802483,57,70,96
793802483,90,79,78
793802483,82,58,90
793802483,67,78,91
793802483,90,56,77
793802483,85,99,55
793802483,88,68,50
793802483,89,80,86
793802483,83,93,78
793802483,95,80,86
793802483,80,61,62
793802483,84,99,89
793802483,73,51,72
793802483,52,100,90
793802483,92,69,79
793802483,58,51,54
793802483,55,90,90
793802483,69,68,95
793802483,65,87,62
793802483,53,98,59
793802483,68,84,73
793802483,88,88,90
793802483,51,87,70
793802483,88,67,71
793802483,78,74,50
793802483,69,95,68
793802483,77,52,89
793802483,61,93,90
793802483,53,85,87
793802483,74,50,98
793802483,50,86,84
793802483,66,91,85
793802483,66,96,97
793802483,93,55,62
793802483,75,91,88
793802483,64,74,53
793802483,80,93,94
793802483,73,87,63
793802483,77,80,59
793802483,61,88,76
793802483,53,54,88
793802483,87,91,65
793802483,59,64,62
793802483,100,56,63
793802483,59,74,99
793802483,65,98,69
793802483,90,67,59
793802483,55,89,95
793802483,80,92,55
793802483,51,53,51
793802483,89,80,65
793802483,53,91,71
793802483,62,63,100
793802483,75,87,100
793802483,91,61,87
793802483,100,56,93
793802483,76,86,57
793802483,70,64,83
793802483,62,88,95
793802483,89,65,72
793802483,62,97,76
793802483,97,86,70
793802483,78,75,69
793802483,56,62,88
793802483,89,93,75
793802483,99,71,73
793802483,88,77,57
793802483,74,75,62
793802483,80,78,60
793802483,50,97,71
793802483,84,96,91
793802483,87,73,72
793802483,66,96,61
793802483,60,84,84
793802483,93,63,89
793802483,75,65,59
793802483,54,100,93
793802483,57,97,59
793802483,60,72,81
793802483,82,59,68
793802483,84,97,79
793802483,79,66,95
793802483,69,66,80
793802483,53,78,97
793802483,100,83,55
793802483,55,79,99
793802483,53,84,55
793802483,69,58,93
793802483,72,66,71
793802483,67,76,66
793802483,85,96,56
793802483,77,74,65
793802483,75,67,93
793802483,65,90,58
793802483,70,100,79
793802483,67,71,53
793802483,69,65,50
793802483,79,75,64
793802483,76,60,88
793802483,90,71,62
793802483,82,52,53
793802483,68,59,55
793802483,74,92,69
793802483,88,76,66
793802483,92,89,98
793802483,54,60,51
793802483,52,79,66
793802483,83,68,84
793802483,97,82,91
793802483,69,62,84
793802483,61,98,67
793802483,93,61,78
793802483,76,72,62
793802483,90,83,80
793802483,97,65,66
793802483,65,87,81
793802483,52,89,96
793802483,74,97,61
793802483,61,53,95
793802483,55,97,53
793802483,50,51,60
793802483,75,59,51
793802483,70,91,82
793802483,61,70,71
793802483,57,100,65
793802483,94,89,55
793802483,62,61,88
793802483,93,80,94
793802483,63,98,59
793802483,73,92,59
793802483,91,78,99
793802483,61,77,50
793802483,61,71,81
793802483,57,76,77
793802483,66,80,70
793802483,82,67,98
793802483,95,89,76
793802483,76,86,74
793802483,62,94,98
793802483,53,73,82
793802483,57,68,66
793802483,80,55,87
793802483,72,80,63
793802483,99,89,73
793802483,87,85,91
793802483,56,68,77
793802483,67,65,65
793802483,84,71,56
793802483,60,76,56
793802483,69,52,67
793802483,56,62,81
793802483,64,50,61
793802483,87,86,66
793802483,70,80,97
793802483,91,53,69
793802483,82,72,74
793802483,57,74,70
793802483,66,58,100
793802483,93,89,60
793802483,96,78,64
793802483,77,70,79
793802483,75,88,56
793802483,99,69,97
793802483,78,55,60
793802483,83,75,82
793802483,83,63,72
793802483,87,57,67
793802483,68,90,92
793802483,98,65,75
793802483,65,87,71
793802483,69,69,66
793802483,59,76,82
793802483,63,50,84
793802483,78,79,76
793802483,55,60,94
793802483,50,58,80
793802483,73,56,89
793802483,73,95,92
793802483,65,78,93
793802483,86,62,75
793802483,95,65,62
793802483,57,51,73
793802483,91,62,99
793802483,91,90,97
793802483,87,85,86
793802483,51,74,83
793802483,95,75,93
793802483,54,91,98
793802483,96,87,81
793802483,57,59,89
793802483,84,67,100
793802483,84,53,60
793802483,83,95,81
793802483,55,96,60
793802483,73,89,71
793802483,63,85,72
793802483,70,77,56
793802483,57,75,50
793802483,68,53,63
793802483,54,70,98
793802483,81,59,96
793802483,60,72,90
793802483,100,73,94
793802483,77,97,75
793802483,77,56,59
793802483,81,97,75
793802483,85,62,66
793802483,86,59,72
793802483,79,79,55
793802483,51,99,64
793802483,52,94,50
793802483,66,90,64
793802483,72,79,56
793802483,90,64,53
793802483,81,100,84
793802483,81,67,92
793802483,70,81,97
793802483,100,93,74
793802483,60,96,85
793802483,79,69,99
793802483,72,74,61
793802483,58,95,63
793802483,78,85,55
793802483,94,51,90
793802483,68,82,97
793802483,97,95,99
793802483,61,66,57
793802483,98,100,51
793802483,89,99,100
793802483,98,84,85
793802483,70,70,59
793802483,100,59,74
793802483,66,84,63
793802483,94,82,97
793802483,63,53,75
793802483,82,53,59
793802483,94,51,84
793802483,53,78,60
793802483,100,83,51
793802483,93,72,98
793802483,85,87,83
793802483,97,96,76
793802483,89,59,70
793802483,66,82,85
793802483,59,80,73
793802483,50,81,83
793802483,50,73,70
793802483,86,62,50
793802483,61,62,95
793802483,76,82,55
793802483,54,87,94
793802483,66,79,76
793802483,74,74,98
793802483,99,89,87
793802483,70,75,57
793802483,74,61,65
793802483,79,55,57
793802483,77,59,92
793802483,84,100,61
793802483,54,79,85
793802483,66,99,89
793802483,90,86,93
793802483,52,78,74
793802483,62,82,73
793802483,75,99,52
793802483,50,75,53
793802483,54,99,61
793802483,54,66,81
793802483,55,95,100
793802483,96,90,52
793802483,77,58,55
793802483,56,79,58
793802483,100,65,57
793802483,63,64,85
793802483,67,91,63
793802483,92,58,89
793802483,90,89,94
793802483,91,85,50
793802483,71,65,53
793802483,93,73,85
793802483,96,82,54
793802483,89,95,83
793802483,87,78,93
793802483,100,51,89
793802483,81,99,68
793802483,89,80,87
793802483,81,62,75
793802483,69,95,79
793802483,87,60,72
793802483,96,95,98
793802483,80,51,91
793802483,82,82,73
793802483,63,94,98
793802483,53,60,91
793802483,57,70,57
793802483,57,67,88
793802483,90,53,87
793802483,66,83,69
793802483,64,87,57
793802483,69,70,90
793802483,55,93,82
793802483,84,92,50
793802483,54,72,53
793802483,54,86,74
793802483,74,51,66
793802483,78,95,54
793802483,88,76,100
793802483,68,98,97
793802483,78,100,76
793802483,78,52,91
793802483,78,83,82
793802483,88,58,61
793802483,83,87,82
793802483,99,69,53
793802483,80,53,87
793802483,91,56,81
793802483,100,59,85
793802483,53,93,58
793802483,99,71,100
793802483,67,55,84
793802483,71,82,52
793802483,85,92,64
793802483,59,85,54
793802483,95,86,92
793802483,69,78,85
793802483,82,85,56
793802483,60,82,68
793802483,87,94,53
793802483,83,93,78
793802483,79,52,92
793802483,79,59,58
793802483,89,64,54
793802483,57,54,61
793802483,76,58,69
793802483,65,58,85
793802483,90,81,97
793802483,75,53,63
793802483,94,78,92
793802483,60,97,60
793802483,82,100,83
793802483,84,86,80
793802483,84,83,93
793802483,77,62,100
793802483,60,81,56
793802483,89,80,70
793802483,66,80,78
793802483,93,82,67
793802483,51,76,86
793802483,53,85,58
793802483,60,67,78
793802483,99,73,88
793802483,67,62,65
793802483,77,96,66
793802483,65,62,61
793802483,61,53,91
793802483,94,98,83
793802483,56,91,98
793802483,63,93,90
793802483,71,53,73
793802483,79,87,75
793802483,96,56,86
793802483,83,56,70
793802483,93,68,65
793802483,54,56,80
793802483,57,82,82
793802483,82,99,100
793802483,86,79,75
793802483,65,56,68
793802483,81,96,60
793802483,63,58,56
793802483,98,55,55
793802483,57,61,59
793802483,77,74,87
793802483,55,74,100
793802483,68,75,71
793802483,73,54,52
793802483,99,51,63
793802483,55,63,65
793802483,58,81,57
793802483,62,95,70
793802483,65,77,91
793802483,84,74,82
793802483,56,99,99
793802483,70,78,98
793802483,80,93,72
793802483,76,64,96
793802483,79,71,93
793802483,93,55,67
793802483,65,66,92
793802483,58,89,83
793802483,91,70,72
793802483,56,79,79
793802483,66,76,82
793802483,57,98,76
793802483,75,68,92
793802483,71,72,83
793802483,66,56,51
793802483,88,96,56
793802483,59,87,90
793802483,96,75,58
793802483,73,78,92
793802483,67,98,66
793802483,77,51,64
793802483,57,52,57
793802483,62,53,59
793802483,60,75,85
793802483,70,50,95
793802483,99,96,100
793802483,60,55,75
793802483,95,62,82
793802483,72,86,94
793802483,67,83,61
793802483,71,89,94
793802483,83,80,50
793802483,80,99,62
793802483,71,90,90
793802483,88,73,51
793802483,69,85,98
793802483,54,70,62
793802483,63,67,59
793802483,81,78,92
793802483,80,88,75
793802483,60,56,54
793802483,82,61,57
793802483,70,64,50
793802483,88,73,64
793802483,62,74,72
793802483,82,67,57
793802483,100,92,79
793802483,94,100,96
793802483,60,57,71
793802483,60,93,94
793802483,76,63,80
793802483,78,63,87
793802483,100,91,62
793802483,97,50,68
793802483,60,99,82
793802483,88,95,53
793802483,75,80,56
793802483,73,65,66
793802483,83,92,81
793802483,81,68,97
793802483,51,77,73
793802483,61,90,69
793802483,62,65,78
793802483,57,55,91
793802483,57,56,57
793802483,100,78,78
793802483,66,65,57
793802483,89,100,97
793802483,58,71,78
793802483,71,69,95
793802483,68,92,54
793802483,65,78,53
793802483,64,76,67
793802483,80,54,84
793802483,90,78,96
793802483,56,95,53
793802483,63,76,88
793802483,66,100,57
793802483,75,79,98
793802483,86,56,82
793802483,90,85,57
793802483,73,54,83
793802483,98,51,94
793802483,100,100,83
793802483,54,64,58
793802483,83,86,71
793802483,73,99,82
793802483,74,69,100
793802483,74,91,85
793802483,71,56,66
793802483,64,91,76
793802483,51,59,97
793802483,75,78,53
793802483,88,50,95
793802483,95,86,56
793802483,96,63,84
793802483,58,89,66
793802483,86,52,76
793802483,56,91,78
793802483,100,51,53
793802483,62,53,94
793802483,98,89,72
793802483,72,73,65
793802483,81,62,79
793802483,86,66,60
793802483,55,89,82
793802483,51,53,68
793802483,70,64,73
793802483,56,95,96
793802483,59,89,92
793802483,58,75,89
793802483,66,95,88
793802483,63,77,82
793802483,60,72,92
793802483,50,97,95
793802483,76,94,72
793802483,56,66,62
793802483,97,54,73
793802483,73,72,69
793802483,77,51,68
793802483,58,63,64
793802483,94,89,92
793802483,65,95,92
793802483,51,84,86
793802483,79,53,60
793802483,89,67,81
793802483,56,77,67
793802483,80,73,79
793802483,69,95,96
793802483,80,80,87
793802483,98,88,99
793802483,95,66,77
793802483,86,55,71
793802483,73,52,85
793802483,96,90,99
793802483,58,67,50
793802483,58,67,62
793802483,61,65,86
793802483,53,72,63
793802483,77,56,98
793802483,63,100,86
793802483,72,87,65
793802483,91,85,59
793802483,84,61,50
793802483,56,93,84
793802483,59,71,55
793802483,82,68,65
793802483,77,77,77
793802483,55,71,58
793802483,72,71,55
793802483,60,76,99
793802483,89,96,70
793802483,98,100,52
793802483,68,58,62
793802483,66,55,63
793802483,92,67,61
793802483,92,51,80
793802483,59,95,89
793802483,86,98,80
793802483,57,64,94
793802483,77,71,63
793802483,78,66,72
793802483,65,54,95
793802483,61,89,76
793802483,68,99,66
793802483,95,89,74
793802483,56,52,63
793802483,81,82,79
793802483,94,92,62
793802483,99,65,77
793802483,94,53,63
793802483,80,55,70
793802483,67,70,96
793802483,65,89,56
793802483,98,65,85
793802483,77,55,85
793802483,92,86,81
793802483,72,54,66
793802483,76,79,76
793802483,87,100,94
793802483,85,100,97
793802483,51,63,94
793802483,96,78,59
793802483,68,87,69
793802483,75,82,95
793802483,69,86,75
793802483,64,78,86
793802483,79,79,100
793802483,65,95,70
793802483,54,57,55
793802483,59,94,81
793802483,92,62,62
793802483,50,94,57
793802483,60,92,63
793802483,63,89,100
793802483,80,85,54
793802483,71,77,72
793802483,63,84,89
793802483,92,84,52
793802483,74,75,81
793802483,54,78,68
793802483,60,50,77
793802483,79,91,77
793802483,93,51,94
793802483,73,69,76
793802483,60,56,56
793802483,53,90,81
793802483,50,100,74
793802483,80,52,65
793802483,94,65,83
793802483,77,57,86
793802483,90,54,50
793802483,78,80,85
793802483,88,98,63
793802483,62,94,78
793802483,92,71,68
793802483,83,97,85
793802483,86,99,93
793802483,51,80,88
793802483,63,90,56
793802483,71,84,64
793802483,89,94,59
793802483,91,90,82
793802483,54,83,84
793802483,77,91,70
793802483,100,72,76
793802483,75,60,89
793802483,76,52,78
793802483,94,94,73
793802483,98,54,96
793802483,82,94,64
793802483,65,71,76
793802483,99,65,71
793802483,59,86,91
793802483,57,90,58
793802483,83,95,94
793802483,71,78,65
793802483,58,66,75
793802483,65,80,66
793802483,52,92,76
793802483,50,96,61
793802483,66,99,68
793802483,57,79,88
793802483,97,62,92
793802483,53,64,87
793802483,77,55,70
793802483,96,92,79
793802483,67,93,63
793802483,68,83,78
793802483,71,58,65
793802483,50,84,52
793802483,82,68,60
793802483,64,64,96
793802483,98,84,71
793802483,54,58,66
793802483,97,58,94
793802483,69,78,96
793802483,59,90,75
793802483,72,94,94
793802483,54,94,58
793802483,96,88,87
793802483,86,81,54
793802483,69,50,58
793802483,74,73,85
793802483,55,85,92
793802483,97,86,64
793802483,51,80,87
793802483,88,56,50
793802483,60,73,77
793802483,83,69,100
793802483,62,52,81
793802483,72,52,77
793802483,92,72,95
793802483,52,86,54
793802483,68,58,69
793802483,54,99,70
793802483,55,53,91
793802483,59,84,91
793802483,76,85,59
793802483,53,68,58
793802483,74,67,75
793802483,51,76,75
793802483,55,84,98
793802483,74,80,83
793802483,69,77,87
793802483,93,56,72
793802483,61,90,70
793802483,62,90,59
793802483,84,90,89
793802483,53,82,84
793802483,98,85,83
793802483,95,72,74
793802483,98,83,100
793802483,76,81,77
793802483,93,93,75
793802483,96,90,86
793802483,93,90,69
793802483,100,79,66
793802483,67,94,97
793802483,78,94,77
793802483,60,78,92
793802483,96,85,69
793802483,73,57,99
793802483,95,80,91
793802483,75,90,76
793802483,97,88,93
793802483,85,64,76
793802483,69,72,57
793802483,96,51,51
793802483,71,100,87
793802483,89,92,85
793802483,62,53,60
793802483,63,94,69
793802483,80,100,54
793802483,62,51,72
793802483,77,96,79
793802483,90,50,61
793802483,69,86,60
793802483,60,94,66
793802483,91,82,67
793802483,84,91,69
793802483,92,81,92
793802483,58,82,63
793802483,92,58,79
793802483,69,56,63
793802483,86,64,65
793802483,56,64,83
793802483,77,89,95
793802483,58,59,63
793802483,55,89,52
793802483,90,83,56
793802483,54,85,73
793802483,52,83,53
793802483,62,77,78
793802483,72,93,87
793802483,66,51,90
793802483,70,99,94
793802483,68,93,87
793802483,52,72,50
793802483,85,93,75
793802483,92,79,91
793802483,91,91,68
793802483,94,82,95
793802483,93,51,56
793802483,54,96,95
793802483,52,92,62
793802483,93,88,63
793802483,62,95,91
793802483,89,97,60
793802483,90,54,71
793802483,97,80,73
793802483,94,62,51
793802483,82,58,93
793802483,61,80,52
793802483,69,68,88
793802483,69,96,71
793802483,79,77,85
793802483,57,69,83
793802483,100,56,81
793802483,52,85,81
793802483,67,95,97
793802483,88,84,78
793802483,66,73,100
793802483,78,61,58
793802483,60,53,81
793802483,64,70,58
793802483,85,87,50
793802483,61,53,88
793802483,84,93,73
793802483,96,91,50
793802483,61,88,54
793802483,57,70,69
793802483,74,82,57
793802483,96,66,91
793802483,78,88,59
793802483,73,73,75
793802483,91,68,78
793802483,75,59,70
793802483,76,57,96
793802483,51,95,50
793802483,77,91,88
793802483,84,78,77
793802483,63,51,51
793802483,64,69,99
793802483,90,59,79
793802483,77,100,98
793802483,98,80,87
793802483,54,71,95
793802483,62,70,78
793802483,52,67,99
793802483,65,62,78
793802483,61,90,59
793802483,91,58,73
793802483,75,58,93
793802483,95,64,82
793802483,65,75,85
793802483,93,87,85
793802483,62,50,54
793802483,90,83,69
793802483,93,100,100
793802483,56,99,100
793802483,84,52,97
793802483,60,88,95
793802483,50,65,70
793802483,85,81,69
793802483,96,96,78
793802483,66,97,95
793802483,74,87,94
793802483,59,88,75
793802483,100,63,57
793802483,80,66,78
793802483,100,91,99
793802483,84,80,50
793802483,92,65,73
793802483,94,95,80
793802483,75,79,87
793802483,69,52,100
793802483,54,66,97
793802483,100,61,57
793802483,85,67,94
793802483,92,94,86
793802483,94,79,67
793802483,66,97,51
793802483,51,76,56
793802483,84,52,91
793802483,76,94,64
793802483,99,50,93
793802483,52,61,92
793802483,66,81,51
793802483,77,97,54
793802483,69,84,98
793802483,68,93,97
793802483,60,94,87
793802483,98,53,73
793802483,99,52,82
793802483,96,57,81
793802483,67,61,75
793802483,58,66,61
793802483,82,53,67
793802483,52,91,68
793802483,95,85,80
793802483,91,58,57
793802483,60,55,81
793802483,61,98,82
793802483,88,50,76
793802483,53,75,92
793802483,71,83,87
793802483,55,59,76
793802483,98,63,72
793802483,52,96,77
793802483,51,99,100
793802483,52,63,64
793802483,81,79,87
793802483,85,57,76
793802483,62,88,97
793802483,62,96,82
793802483,99,63,89
793802483,66,97,87
793802483,55,96,88
793802483,71,60,93
793802483,67,95,61
793802483,62,80,62
793802483,81,64,99
793802483,53,88,95
793802483,82,72,62
793802483,80,81,63
793802483,57,73,53
793802483,57,94,55
793802483,83,83,55
793802483,51,85,85
793802483,78,75,81
793802483,99,63,90
793802483,50,76,68
793802483,77,87,96
793802483,63,72,98
793802483,56,84,79
793802483,52,82,77
793802483,79,61,91
793802483,60,95,98
793802483,58,77,87
793802483,100,99,51
793802483,51,95,67
793802483,57,92,79
793802483,76,56,79
793802483,97,56,63
793802483,89,79,50
793802483,54,92,77
793802483,68,54,57
793802483,98,50,64
793802483,91,84,80
793802483,100,67,98
793802483,95,87,91
793802483,70,65,79
793802483,70,85,63
793802483,85,54,62
793802483,90,51,88
793802483,91,58,70
793802483,86,81,57
793802483,90,73,93
793802483,70,95,94
793802483,77,52,52
793802483,87,50,90
793802483,89,60,77
793802483,59,90,99
793802483,55,81,50
793802483,84,69,78
793802483,82,89,85
793802483,72,89,54
793802483,93,57,63
793802483,59,79,67
793802483,58,50,100
793802483,67,57,100
793802483,97,98,53
793802483,60,85,82
793802483,97,97,90
793802483,50,60,50
793802483,86,78,51
793802483,82,60,89
793802483,76,81,58
793802483,65,91,51
793802483,50,92,95
793802483,82,76,59
793802483,78,51,99
793802483,57,62,87
793802483,52,61,89
793802483,89,52,60
793802483,68,76,87
793802483,65,79,89
793802483,80,57,100
793802483,90,64,63
793802483,92,91,95
793802483,52,53,79
793802483,86,94,91
793802483,90,90,98
793802483,95,70,73
793802483,92,50,59
793802483,93,64,67
793802483,60,54,54
793802483,73,72,94
793802483,90,57,98
793802483,54,81,95
793802483,84,62,54
793802483,93,85,94
793802483,53,82,71
793802483,59,68,55
793802483,93,67,86
793802483,90,69,86
793802483,55,88,75
793802483,53,87,64
793802483,75,71,69
793802483,89,87,70
793802483,71,76,83
793802483,60,57,92
793802483,80,93,74
793802483,67,91,79
793802483,98,80,85
793802483,83,90,93
793802483,99,52,73
793802483,96,54,68
793802483,83,82,86
793802483,82,93,71
793802483,54,64,75
793802483,69,78,74
793802483,78,54,94
793802483,67,76,82
793802483,87,61,81
793802483,56,54,81
793802483,86,88,60
793802483,99,95,85
793802483,94,79,80
793802483,62,59,96
793802483,98,50,61
793802483,69,89,87
793802483,75,73,96
793802483,100,81,60
793802483,60,53,54
793802483,57,63,86
793802483,87,52,57
793802483,65,66,53
793802483,68,89,55
793802483,83,64,98
793802483,70,78,76
793802483,96,76,56
793802483,89,65,65
793802483,76,87,73
793802483,54,81,66
793802483,92,86,98
793802483,73,79,100
793802483,78,78,92
793802483,64,79,90
793802483,63,90,85
793802483,60,52,54
793802483,99,51,90
793802483,80,90,92
793802483,60,78,55
793802483,87,62,87
793802483,82,70,83
793802483,56,57,88
793802483,75,79,72
793802483,50,83,51
793802483,68,88,74
793802483,92,75,70
793802483,71,86,86
793802483,73,58,80
793802483,91,75,98
793802483,66,96,96
793802483,77,78,87
793802483,72,51,54
793802483,97,75,68
793802483,67,69,60
793802483,53,84,81
793802483,50,59,67
793802483,97,92,77
793802483,87,65,52
793802483,73,88,72
793802483,71,54,57
793802483,57,74,95
793802483,73,86,78
793802483,75,51,85
793802483,68,79,60
793802483,81,66,50
793802483,72,50,88
793802483,52,50,65
793802483,89,93,79
793802483,55,95,94
793802483,64,80,98
793802483,84,67,71
793802483,86,61,76
793802483,74,79,93
793802483,52,54,86
793802483,85,68,98
793802483,62,66,67
793802483,61,58,93
793802483,69,93,100
793802483,81,50,68
793802483,50,100,72
793802483,78,100,51
793802483,67,76,95
793802483,98,79,76
793802483,80,80,82
793802483,88,83,85
793802483,68,63,51
793802483,70,88,82
793802483,54,59,52
793802483,96,93,60
793802483,93,87,58
793802483,60,89,55
793802483,61,52,100
793802483,97,78,74
793802483,66,50,62
793802483,69,81,68
793802483,97,93,82
793802483,57,88,67
793802483,96,53,97
793802483,57,58,76
793802483,80,51,59
793802483,96,60,62
793802483,87,59,73
793802483,66,93,90
793802483,94,61,74
793802483,62,53,94
793802483,59,76,86
793802483,71,68,59
793802483,69,56,50
793802483,72,93,71
793802483,63,72,71
793802483,76,94,99
793802483,86,56,65
793802483,88,70,65
793802483,69,82,90
793802483,89,93,67
793802483,69,78,85
793802483,55,81,92
793802483,50,71,60
793802483,88,93,76
793802483,89,68,68
793802483,77,86,79
793802483,96,92,76
793802483,93,97,100
793802483,94,94,94
793802483,80,60,83
793802483,62,64,74
793802483,99,63,92
793802483,88,69,51
793802483,88,94,60
793802483,80,61,65
793802483,64,70,76
793802483,87,66,82
793802483,79,53,100
793802483,92,86,97
793802483,90,77,66
793802483,75,58,57
793802483,67,54,83
793802483,64,83,72
793802483,91,63,55
793802483,87,84,55
793802483,70,95,60
793802483,65,84,76
793802483,86,77,77
793802483,60,97,95
793802483,74,83,85
793802483,88,60,91
793802483,58,89,55
793802483,65,53,52
793802483,78,93,63
793802483,57,76,63
793802483,88,64,91
793802483,71,82,85
793802483,64,79,92
793802483,54,81,71
793802483,50,52,54
793802483,69,60,57
793802483,64,59,55
793802483,77,72,74
793802483,59,55,83
793802483,91,77,69
793802483,54,88,91
793802483,77,86,58
793802483,87,79,56
793802483,98,77,71
793802483,55,76,81
793802483,74,99,86
793802483,56,60,69
793802483,54,74,99
793802483,67,90,73
793802483,74,95,100
793802483,93,70,60
793802483,100,96,85
793802483,57,69,100
793802483,57,97,68
793802483,50,71,91
793802483,96,67,66
793802483,56,67,55
793802483,50,54,88
793802483,55,76,51
793802483,75,96,99
793802483,70,57,73
793802483,80,62,76
793802483,84,99,91
793802483,94,71,61
793802483,83,66,77
793802483,81,65,81
793802483,71,60,64
793802483,79,68,87
793802483,100,68,61
793802483,94,64,95
793802483,93,73,75
793802483,57,92,100
793802483,92,67,68
793802483,51,73,63
793802483,88,60,56
793802483,66,53,92
793802483,93,58,73
793802483,54,75,89
793802483,76,60,58
793802483,51,55,51
793802483,96,76,83
793802483,91,89,87
793802483,71,60,79
793802483,82,58,92
793802483,95,81,73
793802483,68,72,52
793802483,58,50,53
793802483,75,99,96
793802483,68,73,78
793802483,61,65,72
793802483,65,74,85
793802483,72,51,57
793802483,73,62,74
793802483,56,72,52
793802483,59,97,57
793802483,51,51,93
793802483,61,85,80
793802483,79,65,60
793802483,89,53,95
793802483,56,66,90
793802483,82,54,83
793802483,74,68,70
793802483,68,66,83
793802483,86,77,71
793802483,72,77,65
793802483,90,60,57
793802483,59,59,71
793802483,91,93,68
793802483,94,63,70
793802483,93,79,62
793802483,76,75,84
793802483,64,93,68
793802483,52,82,72
793802483,75,87,90
793802483,50,57,90
793802483,56,66,80
793802483,92,68,77
793802483,94,62,85
793802483,68,79,70
793802483,62,53,67
793802483,98,87,81
793802483,99,60,62
793802483,62,50,100
793802483,95,96,85
793802483,56,80,89
793802483,72,80,71
793802483,98,84,55
793802483,58,53,79
793802483,85,88,96
793802483,61,52,80
793802483,89,70,92
793802483,62,64,95
793802483,88,81,66
793802483,98,52,75
793802483,76,81,97
793802483,52,73,92
793802483,79,92,73
793802483,84,55,61
793802483,76,80,67
793802483,86,69,100
793802483,97,97,50
793802483,94,57,67
793802483,77,82,95
793802483,64,62,51
793802483,75,72,83
793802483,65,84,56
793802483,68,73,84
793802483,88,98,53
793802483,95,51,71
793802483,69,98,96
793802483,70,69,89
793802483,59,67,78
793802483,59,93,93
793802483,53,60,63
793802483,74,79,80
793802483,83,68,60
793802483,80,86,57
793802483,75,84,78
793802483,51,51,91
793802483,53,70,74
793802483,90,82,97
793802483,62,51,54
793802483,61,68,85
793802483,70,85,98
793802483,82,67,94
793802483,83,67,77
793802483,61,97,81
793802483,56,80,59
793802483,94,51,99
793802483,73,96,54
793802483,93,88,95
793802483,54,85,63
793802483,62,88,100
793802483,68,97,58
793802483,67,59,96
793802483,63,75,82
793802483,99,74,90
793802483,76,75,68
793802483,85,91,66
793802483,93,73,95
793802483,53,66,60
793802483,78,75,98
793802483,71,83,64
793802483,76,69,94
793802483,63,77,71
793802483,68,53,50
793802483,78,78,93
793802483,98,56,61
793802483,56,77,78
793802483,84,60,66
793802483,58,93,86
793802483,96,84,91
793802483,85,91,71
793802483,96,74,82
793802483,58,66,91
793802483,71,86,87
793802483,93,63,76
793802483,69,51,61
793802483,64,68,50
793802483,62,53,69
793802483,95,81,57
793802483,95,54,97
793802483,79,64,86
793802483,68,90,89
793802483,63,65,72
793802483,71,61,65
793802483,54,96,65
793802483,90,52,70
793802483,51,71,92
793802483,99,56,61
793802483,64,65,74
793802483,89,52,71
793802483,88,56,59
793802483,94,53,71
793802483,59,71,55
793802483,98,52,63
793802483,80,58,91
793802483,80,99,90
793802483,73,95,91
793802483,68,74,95
793802483,91,95,76
793802483,79,74,100
793802483,95,67,92
793802483,54,76,63
793802483,89,54,86
793802483,97,56,81
793802483,97,67,66
793802483,73,87,96
793802483,65,66,65
793802483,100,71,69
793802483,76,77,71
793802483,65,60,70
793802483,62,76,72
793802483,69,64,72
793802483,70,77,100
793802483,79,60,90
793802483,88,57,68
793802483,54,52,80
793802483,74,97,58
793802483,67,95,91
793802483,88,87,71
793802483,89,98,59
793802483,87,57,59
793802483,75,84,100
793802483,80,58,53
793802483,83,65,60
793802483,53,53,58
793802483,55,62,88
793802483,67,58,79
793802483,54,59,80
793802483,70,83,75
793802483,95,70,73
793802483,68,68,63
793802483,98,71,80
793802483,56,82,87
793802483,64,70,51
793802483,53,57,99
793802483,72,69,71
793802483,61,99,93
793802483,74,93,79
793802483,91,71,87
793802483,71,96,66
793802483,98,52,61
793802483,81,70,78
793802483,55,98,72
793802483,93,99,91
793802483,90,65,59
793802483,50,50,50
793802483,71,52,63
793802483,98,99,98
793802483,63,70,80
793802483,67,84,50
793802483,99,51,78
793802483,53,82,68
793802483,56,57,61
793802483,61,66,75
793802483,75,54,57
793802483,66,73,88
793802483,84,80,85
793802483,56,84,63
793802483,84,68,56
793802483,60,78,96
793802483,94,87,76
793802483,66,51,55
793802483,51,97,61
793802483,66,60,91
793802483,62,73,74
793802483,66,96,69
793802483,81,86,78
793802483,89,51,51
793802483,51,93,95
793802483,52,100,87
